"TimePeriod","Region","ObsValue","State"
2017,"Murray River",12027,"New South Wales"
2013,"Murray River",11515,"New South Wales"
2016,"Murray River",11872,"New South Wales"
2015,"Murray River",11755,"New South Wales"
2014,"Murray River",11642,"New South Wales"
2019,"Murray River",12355,"New South Wales"
2020,"Murray River",12572,"New South Wales"
2022,"Murray River",13014,"New South Wales"
2018,"Murray River",12227,"New South Wales"
2021,"Murray River",12785,"New South Wales"
2023,"Murray River",13326,"New South Wales"
2017,"Murrindindi",14290,"Victoria"
2023,"Murrindindi",15482,"Victoria"
2013,"Murrindindi",13563,"Victoria"
2019,"Murrindindi",14737,"Victoria"
2015,"Murrindindi",13848,"Victoria"
2021,"Murrindindi",15139,"Victoria"
2016,"Murrindindi",14052,"Victoria"
2018,"Murrindindi",14561,"Victoria"
2014,"Murrindindi",13687,"Victoria"
2020,"Murrindindi",14872,"Victoria"
2022,"Murrindindi",15353,"Victoria"
2015,"Murrumbidgee",3893,"New South Wales"
2019,"Murrumbidgee",3753,"New South Wales"
2013,"Murrumbidgee",3920,"New South Wales"
2014,"Murrumbidgee",3900,"New South Wales"
2023,"Murrumbidgee",3607,"New South Wales"
2018,"Murrumbidgee",3809,"New South Wales"
2022,"Murrumbidgee",3566,"New South Wales"
2020,"Murrumbidgee",3625,"New South Wales"
2016,"Murrumbidgee",3929,"New South Wales"
2021,"Murrumbidgee",3564,"New South Wales"
2017,"Murrumbidgee",3854,"New South Wales"
2021,"Murweh",4009,"Queensland"
2016,"Murweh",4386,"Queensland"
2017,"Murweh",4279,"Queensland"
2015,"Murweh",4527,"Queensland"
2013,"Murweh",4685,"Queensland"
2023,"Murweh",3966,"Queensland"
2020,"Murweh",4106,"Queensland"
2014,"Murweh",4639,"Queensland"
2019,"Murweh",4211,"Queensland"
2018,"Murweh",4263,"Queensland"
2022,"Murweh",3960,"Queensland"
2020,"Muswellbrook",16539,"New South Wales"
2021,"Muswellbrook",16469,"New South Wales"
2019,"Muswellbrook",16554,"New South Wales"
2022,"Muswellbrook",16540,"New South Wales"
2014,"Muswellbrook",16431,"New South Wales"
2013,"Muswellbrook",16415,"New South Wales"
2017,"Muswellbrook",16519,"New South Wales"
2015,"Muswellbrook",16435,"New South Wales"
2016,"Muswellbrook",16462,"New South Wales"
2018,"Muswellbrook",16520,"New South Wales"
2023,"Muswellbrook",16778,"New South Wales"
2015,"Nambucca Valley",19541,"New South Wales"
2016,"Nambucca Valley",19580,"New South Wales"
2018,"Nambucca Valley",19960,"New South Wales"
2017,"Nambucca Valley",19787,"New South Wales"
2021,"Nambucca Valley",20382,"New South Wales"
2022,"Nambucca Valley",20607,"New South Wales"
2013,"Nambucca Valley",19428,"New South Wales"
2019,"Nambucca Valley",20150,"New South Wales"
2014,"Nambucca Valley",19501,"New South Wales"
2020,"Nambucca Valley",20290,"New South Wales"
2023,"Nambucca Valley",20774,"New South Wales"
2014,"Nannup",1350,"Western Australia"
2013,"Nannup",1343,"Western Australia"
2017,"Nannup",1398,"Western Australia"
2016,"Nannup",1339,"Western Australia"
2015,"Nannup",1352,"Western Australia"
2020,"Nannup",1547,"Western Australia"
2018,"Nannup",1440,"Western Australia"
2022,"Nannup",1593,"Western Australia"
2021,"Nannup",1575,"Western Australia"
2019,"Nannup",1487,"Western Australia"
2023,"Nannup",1632,"Western Australia"
2016,"Napranum",989,"Queensland"
2018,"Napranum",958,"Queensland"
2021,"Napranum",906,"Queensland"
2019,"Napranum",943,"Queensland"
2022,"Napranum",906,"Queensland"
2017,"Napranum",973,"Queensland"
2013,"Napranum",922,"Queensland"
2020,"Napranum",923,"Queensland"
2023,"Napranum",924,"Queensland"
2014,"Napranum",939,"Queensland"
2015,"Napranum",959,"Queensland"
2019,"Naracoorte Lucindale",8778,"South Australia"
2021,"Naracoorte Lucindale",8892,"South Australia"
2020,"Naracoorte Lucindale",8867,"South Australia"
2018,"Naracoorte Lucindale",8679,"South Australia"
2022,"Naracoorte Lucindale",8918,"South Australia"
2023,"Naracoorte Lucindale",8928,"South Australia"
2016,"Naracoorte Lucindale",8544,"South Australia"
2013,"Naracoorte Lucindale",8528,"South Australia"
2017,"Naracoorte Lucindale",8602,"South Australia"
2015,"Naracoorte Lucindale",8570,"South Australia"
2014,"Naracoorte Lucindale",8585,"South Australia"
2023,"Narembeen",833,"Western Australia"
2019,"Narembeen",831,"Western Australia"
2021,"Narembeen",820,"Western Australia"
2017,"Narembeen",822,"Western Australia"
2018,"Narembeen",826,"Western Australia"
2022,"Narembeen",822,"Western Australia"
2016,"Narembeen",815,"Western Australia"
2015,"Narembeen",820,"Western Australia"
2020,"Narembeen",829,"Western Australia"
2014,"Narembeen",818,"Western Australia"
2013,"Narembeen",826,"Western Australia"
2017,"Narrabri",13300,"New South Wales"
2015,"Narrabri",13459,"New South Wales"
2014,"Narrabri",13480,"New South Wales"
2013,"Narrabri",13489,"New South Wales"
2018,"Narrabri",13233,"New South Wales"
2016,"Narrabri",13367,"New South Wales"
2019,"Narrabri",13146,"New South Wales"
2020,"Narrabri",12990,"New South Wales"
2022,"Narrabri",12720,"New South Wales"
2023,"Narrabri",12754,"New South Wales"
2021,"Narrabri",12808,"New South Wales"
2019,"Narrandera",5832,"New South Wales"
2017,"Narrandera",5909,"New South Wales"
2016,"Narrandera",5949,"New South Wales"
2021,"Narrandera",5733,"New South Wales"
2018,"Narrandera",5879,"New South Wales"
2015,"Narrandera",5978,"New South Wales"
2013,"Narrandera",6054,"New South Wales"
2023,"Narrandera",5692,"New South Wales"
2022,"Narrandera",5720,"New South Wales"
2020,"Narrandera",5787,"New South Wales"
2014,"Narrandera",6015,"New South Wales"
2021,"Narrogin",4937,"Western Australia"
2017,"Narrogin",5204,"Western Australia"
2020,"Narrogin",4987,"Western Australia"
2018,"Narrogin",5058,"Western Australia"
2016,"Narrogin",5235,"Western Australia"
2022,"Narrogin",4959,"Western Australia"
2015,"Narrogin",5333,"Western Australia"
2014,"Narrogin",5339,"Western Australia"
2019,"Narrogin",5019,"Western Australia"
2023,"Narrogin",4983,"Western Australia"
2013,"Narrogin",5324,"Western Australia"
2013,"Narromine",6761,"New South Wales"
2016,"Narromine",6617,"New South Wales"
2015,"Narromine",6668,"New South Wales"
2018,"Narromine",6584,"New South Wales"
2014,"Narromine",6721,"New South Wales"
2023,"Narromine",6443,"New South Wales"
2019,"Narromine",6565,"New South Wales"
2022,"Narromine",6429,"New South Wales"
2017,"Narromine",6596,"New South Wales"
2021,"Narromine",6448,"New South Wales"
2020,"Narromine",6521,"New South Wales"
2016,"Nedlands",22108,"Western Australia"
2017,"Nedlands",22391,"Western Australia"
2021,"Nedlands",22924,"Western Australia"
2015,"Nedlands",22435,"Western Australia"
2014,"Nedlands",22686,"Western Australia"
2019,"Nedlands",22745,"Western Australia"
2023,"Nedlands",24127,"Western Australia"
2013,"Nedlands",22665,"Western Australia"
2018,"Nedlands",22564,"Western Australia"
2022,"Nedlands",23018,"Western Australia"
2020,"Nedlands",23075,"Western Australia"
2013,"Newcastle",157477,"New South Wales"
2018,"Newcastle",164730,"New South Wales"
2014,"Newcastle",158683,"New South Wales"
2019,"Newcastle",166510,"New South Wales"
2020,"Newcastle",168242,"New South Wales"
2017,"Newcastle",162796,"New South Wales"
2021,"Newcastle",169433,"New South Wales"
2016,"Newcastle",160707,"New South Wales"
2023,"Newcastle",174294,"New South Wales"
2015,"Newcastle",159680,"New South Wales"
2022,"Newcastle",171535,"New South Wales"
2020,"Ngaanyatjarraku",1502,"Western Australia"
2018,"Ngaanyatjarraku",1598,"Western Australia"
2023,"Ngaanyatjarraku",1479,"Western Australia"
2016,"Ngaanyatjarraku",1708,"Western Australia"
2017,"Ngaanyatjarraku",1649,"Western Australia"
2013,"Ngaanyatjarraku",1689,"Western Australia"
2019,"Ngaanyatjarraku",1538,"Western Australia"
2015,"Ngaanyatjarraku",1713,"Western Australia"
2022,"Ngaanyatjarraku",1478,"Western Australia"
2014,"Ngaanyatjarraku",1705,"Western Australia"
2021,"Ngaanyatjarraku",1476,"Western Australia"
2017,"Nillumbik",64414,"Victoria"
2020,"Nillumbik",64322,"Victoria"
2022,"Nillumbik",63066,"Victoria"
2016,"Nillumbik",64174,"Victoria"
2023,"Nillumbik",63264,"Victoria"
2019,"Nillumbik",64464,"Victoria"
2018,"Nillumbik",64542,"Victoria"
2014,"Nillumbik",63433,"Victoria"
2015,"Nillumbik",63675,"Victoria"
2013,"Nillumbik",63174,"Victoria"
2021,"Nillumbik",63450,"Victoria"
2015,"Noosa",53497,"Queensland"
2014,"Noosa",52988,"Queensland"
2013,"Noosa",52360,"Queensland"
2018,"Noosa",55511,"Queensland"
2021,"Noosa",56874,"Queensland"
2019,"Noosa",56045,"Queensland"
2020,"Noosa",56662,"Queensland"
2017,"Noosa",54688,"Queensland"
2023,"Noosa",58367,"Queensland"
2022,"Noosa",57336,"Queensland"
2016,"Noosa",53922,"Queensland"
2022,"North Burnett",10216,"Queensland"
2023,"North Burnett",10352,"Queensland"
2013,"North Burnett",10487,"Queensland"
2021,"North Burnett",10142,"Queensland"
2016,"North Burnett",10646,"Queensland"
2017,"North Burnett",10556,"Queensland"
2014,"North Burnett",10547,"Queensland"
2015,"North Burnett",10607,"Queensland"
2020,"North Burnett",10206,"Queensland"
2018,"North Burnett",10406,"Queensland"
2019,"North Burnett",10268,"Queensland"
2018,"North Sydney",72354,"New South Wales"
2014,"North Sydney",69754,"New South Wales"
2017,"North Sydney",72304,"New South Wales"
2013,"North Sydney",68666,"New South Wales"
2023,"North Sydney",72014,"New South Wales"
2016,"North Sydney",71809,"New South Wales"
2015,"North Sydney",70860,"New South Wales"
2022,"North Sydney",69373,"New South Wales"
2020,"North Sydney",71430,"New South Wales"
2019,"North Sydney",72155,"New South Wales"
2021,"North Sydney",69471,"New South Wales"
2023,"Northam",12193,"Western Australia"
2020,"Northam",11594,"Western Australia"
2022,"Northam",11938,"Western Australia"
2015,"Northam",11420,"Western Australia"
2019,"Northam",11483,"Western Australia"
2018,"Northam",11475,"Western Australia"
2021,"Northam",11804,"Western Australia"
2014,"Northam",11570,"Western Australia"
2016,"Northam",11238,"Western Australia"
2017,"Northam",11372,"Western Australia"
2013,"Northam",11472,"Western Australia"
2023,"Northampton",3369,"Western Australia"
2021,"Northampton",3332,"Western Australia"
2020,"Northampton",3279,"Western Australia"
2014,"Northampton",3389,"Western Australia"
2013,"Northampton",3432,"Western Australia"
2022,"Northampton",3343,"Western Australia"
2019,"Northampton",3263,"Western Australia"
2017,"Northampton",3305,"Western Australia"
2015,"Northampton",3357,"Western Australia"
2018,"Northampton",3277,"Western Australia"
2016,"Northampton",3335,"Western Australia"
2016,"Northern Areas",4623,"South Australia"
2023,"Northern Areas",4667,"South Australia"
2015,"Northern Areas",4616,"South Australia"
2014,"Northern Areas",4610,"South Australia"
2018,"Northern Areas",4596,"South Australia"
2017,"Northern Areas",4607,"South Australia"
2013,"Northern Areas",4595,"South Australia"
2021,"Northern Areas",4659,"South Australia"
2019,"Northern Areas",4611,"South Australia"
2022,"Northern Areas",4662,"South Australia"
2020,"Northern Areas",4622,"South Australia"
2016,"Northern Beaches",265468,"New South Wales"
2023,"Northern Beaches",267921,"New South Wales"
2015,"Northern Beaches",262593,"New South Wales"
2019,"Northern Beaches",268935,"New South Wales"
2022,"Northern Beaches",263340,"New South Wales"
2017,"Northern Beaches",267483,"New South Wales"
2021,"Northern Beaches",264567,"New South Wales"
2014,"Northern Beaches",259723,"New South Wales"
2020,"Northern Beaches",268164,"New South Wales"
2013,"Northern Beaches",257020,"New South Wales"
2018,"Northern Beaches",268390,"New South Wales"
2020,"Northern Grampians",11805,"Victoria"
2019,"Northern Grampians",11707,"Victoria"
2023,"Northern Grampians",11879,"Victoria"
2015,"Northern Grampians",11644,"Victoria"
2022,"Northern Grampians",11879,"Victoria"
2017,"Northern Grampians",11591,"Victoria"
2016,"Northern Grampians",11570,"Victoria"
2014,"Northern Grampians",11777,"Victoria"
2018,"Northern Grampians",11634,"Victoria"
2021,"Northern Grampians",11886,"Victoria"
2013,"Northern Grampians",11880,"Victoria"
2023,"Northern Midlands",14279,"Tasmania"
2021,"Northern Midlands",14022,"Tasmania"
2020,"Northern Midlands",13661,"Tasmania"
2022,"Northern Midlands",14137,"Tasmania"
2019,"Northern Midlands",13492,"Tasmania"
2017,"Northern Midlands",13132,"Tasmania"
2013,"Northern Midlands",12765,"Tasmania"
2016,"Northern Midlands",12972,"Tasmania"
2014,"Northern Midlands",12819,"Tasmania"
2018,"Northern Midlands",13362,"Tasmania"
2015,"Northern Midlands",12873,"Tasmania"
2023,"Northern Peninsula Area",2908,"Queensland"
2014,"Northern Peninsula Area",2741,"Queensland"
2013,"Northern Peninsula Area",2620,"Queensland"
2022,"Northern Peninsula Area",2889,"Queensland"
2016,"Northern Peninsula Area",2945,"Queensland"
2018,"Northern Peninsula Area",2923,"Queensland"
2015,"Northern Peninsula Area",2836,"Queensland"
2021,"Northern Peninsula Area",2885,"Queensland"
2019,"Northern Peninsula Area",2904,"Queensland"
2017,"Northern Peninsula Area",2935,"Queensland"
2020,"Northern Peninsula Area",2891,"Queensland"
2016,"Norwood Payneham and St Peters",36396,"South Australia"
2014,"Norwood Payneham and St Peters",36361,"South Australia"
2018,"Norwood Payneham and St Peters",36996,"South Australia"
2020,"Norwood Payneham and St Peters",37958,"South Australia"
2017,"Norwood Payneham and St Peters",36678,"South Australia"
2023,"Norwood Payneham and St Peters",39312,"South Australia"
2015,"Norwood Payneham and St Peters",36369,"South Australia"
2019,"Norwood Payneham and St Peters",37477,"South Australia"
2021,"Norwood Payneham and St Peters",37823,"South Australia"
2013,"Norwood Payneham and St Peters",36347,"South Australia"
2022,"Norwood Payneham and St Peters",38019,"South Australia"
2013,"Nungarin",254,"Western Australia"
2015,"Nungarin",259,"Western Australia"
2021,"Nungarin",263,"Western Australia"
2019,"Nungarin",261,"Western Australia"
2016,"Nungarin",259,"Western Australia"
2023,"Nungarin",256,"Western Australia"
2018,"Nungarin",257,"Western Australia"
2014,"Nungarin",256,"Western Australia"
2020,"Nungarin",261,"Western Australia"
2017,"Nungarin",257,"Western Australia"
2022,"Nungarin",261,"Western Australia"
2013,"Oberon",5300,"New South Wales"
2021,"Oberon",5567,"New South Wales"
2020,"Oberon",5540,"New South Wales"
2019,"Oberon",5489,"New South Wales"
2018,"Oberon",5455,"New South Wales"
2016,"Oberon",5349,"New South Wales"
2017,"Oberon",5409,"New South Wales"
2015,"Oberon",5329,"New South Wales"
2014,"Oberon",5318,"New South Wales"
2022,"Oberon",5596,"New South Wales"
2023,"Oberon",5600,"New South Wales"
2020,"Onkaparinga",174948,"South Australia"
2015,"Onkaparinga",168433,"South Australia"
2019,"Onkaparinga",173141,"South Australia"
2018,"Onkaparinga",171631,"South Australia"
2014,"Onkaparinga",167376,"South Australia"
2023,"Onkaparinga",180865,"South Australia"
2017,"Onkaparinga",170482,"South Australia"
2016,"Onkaparinga",169372,"South Australia"
2013,"Onkaparinga",166244,"South Australia"
2022,"Onkaparinga",178526,"South Australia"
2021,"Onkaparinga",176595,"South Australia"
2016,"Orange",41210,"New South Wales"
2014,"Orange",40619,"New South Wales"
2017,"Orange",41800,"New South Wales"
2018,"Orange",42522,"New South Wales"
2015,"Orange",40837,"New South Wales"
2022,"Orange",43964,"New South Wales"
2021,"Orange",43750,"New South Wales"
2020,"Orange",43383,"New South Wales"
2013,"Orange",40167,"New South Wales"
2023,"Orange",44244,"New South Wales"
2019,"Orange",43115,"New South Wales"
2018,"Orroroo Carrieton",895,"South Australia"
2014,"Orroroo Carrieton",900,"South Australia"
2016,"Orroroo Carrieton",912,"South Australia"
2015,"Orroroo Carrieton",911,"South Australia"
2017,"Orroroo Carrieton",898,"South Australia"
2021,"Orroroo Carrieton",891,"South Australia"
2019,"Orroroo Carrieton",898,"South Australia"
2020,"Orroroo Carrieton",893,"South Australia"
2022,"Orroroo Carrieton",890,"South Australia"
2023,"Orroroo Carrieton",889,"South Australia"
2013,"Orroroo Carrieton",895,"South Australia"
2019,"Palm Island",2274,"Queensland"
2018,"Palm Island",2369,"Queensland"
2017,"Palm Island",2465,"Queensland"
2021,"Palm Island",2180,"Queensland"
2015,"Palm Island",2550,"Queensland"
2022,"Palm Island",2193,"Queensland"
2020,"Palm Island",2205,"Queensland"
2016,"Palm Island",2581,"Queensland"
2014,"Palm Island",2527,"Queensland"
2023,"Palm Island",2214,"Queensland"
2013,"Palm Island",2529,"Queensland"
2016,"Palmerston",36013,"Northern Territory"
2014,"Palmerston",34478,"Northern Territory"
2023,"Palmerston",41113,"Northern Territory"
2015,"Palmerston",35414,"Northern Territory"
2013,"Palmerston",32972,"Northern Territory"
2020,"Palmerston",38902,"Northern Territory"
2018,"Palmerston",37596,"Northern Territory"
2022,"Palmerston",40467,"Northern Territory"
2021,"Palmerston",39530,"Northern Territory"
2019,"Palmerston",38200,"Northern Territory"
2017,"Palmerston",36797,"Northern Territory"
2014,"Parkes",14991,"New South Wales"
2019,"Parkes",14774,"New South Wales"
2013,"Parkes",15022,"New South Wales"
2021,"Parkes",14451,"New South Wales"
2018,"Parkes",14836,"New South Wales"
2022,"Parkes",14346,"New South Wales"
2020,"Parkes",14646,"New South Wales"
2017,"Parkes",14893,"New South Wales"
2016,"Parkes",14924,"New South Wales"
2015,"Parkes",14954,"New South Wales"
2023,"Parkes",14256,"New South Wales"
2020,"Paroo",1683,"Queensland"
2021,"Paroo",1707,"Queensland"
2013,"Paroo",1849,"Queensland"
2014,"Paroo",1807,"Queensland"
2017,"Paroo",1679,"Queensland"
2016,"Paroo",1668,"Queensland"
2023,"Paroo",1725,"Queensland"
2015,"Paroo",1734,"Queensland"
2019,"Paroo",1671,"Queensland"
2018,"Paroo",1666,"Queensland"
2022,"Paroo",1712,"Queensland"
2015,"Parramatta",227649,"New South Wales"
2021,"Parramatta",258527,"New South Wales"
2014,"Parramatta",221107,"New South Wales"
2020,"Parramatta",260413,"New South Wales"
2013,"Parramatta",214537,"New South Wales"
2019,"Parramatta",257472,"New South Wales"
2017,"Parramatta",243158,"New South Wales"
2023,"Parramatta",269145,"New South Wales"
